TIPUS_VIA,CARRER,CODI_ENS,NOM_ENS
CARRER,FLORS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FOLCH I TORRES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONOLL,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,FONT,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,FONT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONT,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,FONT D'EN PASSARET,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONT D'EN SALADRIGUES,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,FONT DE L'ERMITA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONT DE LA MATA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,FONT DE MARIA LLUÏSA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,FONT DE SANT RAFAEL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONT DEL FUMET,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,FONT DEL FUMET,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONT DEL REI,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONT I FERRER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FONT RICA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,FONT RICA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,FONT XICA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FORMENTERA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FORMOSA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FORTUNY,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FOSSAR DE LES MORERES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FRA LUIS DE LEON,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FRANCESC CABANAS ALIBAU,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,FRANCESC MACIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FRANCESC MORAGAS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FRANCESC VILA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FREDERIC MARES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FREDERIC MOMPOU,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,FREIXAS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FUERTEVENTURA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,FUMET,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FUMET,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,FUSTER I SERRACANT,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,GABRIEL FERRATER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GABRIEL FERRATER,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,GAFARRO,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GALICIA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,GARDENIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GARRAF,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,GARRIGA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GARROTXA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,GARSA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GASPAR SALA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GAVETA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GENERAL PRIM,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,GENERALITAT,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,GERANI,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,GERRER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GIJON,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GINEBRO,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GINJOLER,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,GIRA-SOL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GIRONA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GLA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,GLADIOL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOLF DE BISCAIA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,GOLF DE BISCAIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOLF DE BOTNIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOLF DE CADIS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOLF DE MEXIC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOLF DE ROSES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOLF DE VALENCIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOMERA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GORDI,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GORINA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GOYA,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,GRACIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GRACIES,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,GRAELLS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GRANADA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GRANJA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GRANOLLERS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GREVOL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GRIVA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GUADALAJARA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GUADALUPE DURAN,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,GUINARDERA,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,GUINARDERA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,GUINEU,"820550006",Ajuntament de Sant Cugat del Vallès
PARC,GUINEU,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GUIPUSCOA,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,GUIX BORRULL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,GURUGU,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,HAITI,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,HENRI DUNANT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,HIPICA,"820550006",Ajuntament de Sant Cugat del Vallès
PARC,HORT DE L'ABAT-JARDINS DEL PAGA-LI JOAN,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,HORTENSIA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,HORTET SOLE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,HORTET SOLE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,HOSPITAL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,IDEAL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,IGNASI BARRAQUER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,IGUALADA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ILDEFONS CERDA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ILLES MEDES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,INDUSTRIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,INFANT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,IRUN,"820550006",Ajuntament de Sant Cugat del Vallès
PAS,ISABEL DE VILLENA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ISIDRE MARGENAT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ISIDRE NONELL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JAEN,"820550006",Ajuntament de Sant Cugat del Vallès
RAMBLA,JARDI,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,JARDINER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JAUME DE MONTCORB,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JAUME I,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JAUME PERICH,"820550006",Ajuntament de Sant Cugat del Vallès
RAMBLA,JAUME SABAT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JAVA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JERONI PUJADES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JESUS SERRA SANTAMANS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN ALCOVER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN AMADES,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,JOAN BORRAS,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,JOAN BORRAS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN BUSCALLA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN COROMINES,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,JOAN GASSO,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,JOAN MAJOR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN MARAGALL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN MIRO,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN OLIVER,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,JOAN PAU II,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN PLANAS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN REBULL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN REGLA,"820550006",Ajuntament de Sant Cugat del Vallès
JARDINS,JOAN SERRA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAN XXIII,"820550006",Ajuntament de Sant Cugat del Vallès
PLACETA,JOANA RASPALL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOANOT MARTORELL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOAQUIM BLUME,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,JOCS FLORALS,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,JOSE IBAÑEZ OLUCHA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEFINA MASCAREÑAS,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,JOSEP ANSELM CLAVE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP CARNER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP CLARA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP DE PERAY,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP IRLA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP LLIMONA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP MARIA DE SAGARRA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP MARIA SERT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP PALLACH,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,JOSEP PLAYA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP SALA I GENER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP SERRABOGUNYA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP TARRADELLAS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP TRUETA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP VALLS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP VICENÇ FOIX,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JOSEP VIDAL I GRANES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,JULIVERT,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,L'HAVANA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LA CORUNYA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRETERA,LA FLORESTA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,LA FLORESTA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LA PLATA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,LA UNIO,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,LAIETANIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LANZAROTE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LAS PALMAS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LEON,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LEPANT,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,LES MARINES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LES PLANES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LIBERATA MASOLIVER,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,LILA,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,LLAC,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,LLAC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLACERES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLANEGA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,LLAURADA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLEBRE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLEIDA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLENTISCLE,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,LLESSAMI,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLI,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,LLIMONA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLOBREGAT,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,LLUIS COMPANYS,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,LLUIS MILLET,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,LLUIS PUIG I TUNEU,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLUIS VERMELL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLUM,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LLUNA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LOLA ANGLADA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LOS CASTILLEJOS,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,LOTUS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LUGO,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,LUZON,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MADRID,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MAGAROLA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MAGNOLIA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MAINADA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MAJOR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MAJOR DE LA FLORESTA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MAJOR DEL RECTORET,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MALLORCA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MALVA REIAL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MALVI,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MANEL FARRES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MANUEL DE PEDROLO,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MAR BLANC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MAR DE LA XINA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MAR NEGRE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARCOS REDONDO,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARE DE DEU DEL ROSER,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MARE DE LA FONT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARESME,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARFULL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARGARIT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARGES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARIA ANTONIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARIA BENLLIURE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARIA MANENT,"820550006",Ajuntament de Sant Cugat del Vallès
JARDINS,MARIA MERCE MARÇAL,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MARIA SABATER,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARIA VAYREDA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARINE,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MARISCOTA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARIUS TORRES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARS DEL SUD,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MARTA MATA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARTI L'HUMA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MARTORELL,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MARXA INFANTIL,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,MAS DEL BOSC,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,MAS FORTUNY,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MAS FORTUNY,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MAS FUSTER,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MAS GENER,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MAS GENER,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MAS ROIG,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MAS ROIG,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,MAS ROIG AL MAS FUSTER,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MATA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MATA,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MENENDEZ PELAYO,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MENORCA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MENTA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MENTA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MERCAT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MERCE CAPSIR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MERCE RODOREDA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MERCE VILARET,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MERLA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MESTRA CASESNOVES,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MESTRE ALFONS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MESTRES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MEXIC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIGDIA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MIL.LENARI,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MIMOSA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MINA,"820550006",Ajuntament de Sant Cugat del Vallès
DRECERA,MINES,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MINES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIQUEL ANGEL,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MIQUEL BLAY,"820550006",Ajuntament de Sant Cugat del Vallès
JARDINS,MIQUEL MARTI I POL,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MIQUEL OLIVELLA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIQUEL QUINTANA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MIQUEL ROS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIQUEL SERVET,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIR,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MIRA-SOL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIRA-SOL,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MIRALLES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIRALLUNY,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MIRANDA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MIRANDA DE L'ALZINAR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIRANDA DE MONTSERRAT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MIRANDA DEL VALLES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MOIANES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MOLI DE LES PLANES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MOLI DE VALLDOREIX,"820550006",Ajuntament de Sant Cugat del Vallès
CARRETERA,MOLINS DE REI A CALDES,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MOLTA,"820550006",Ajuntament de Sant Cugat del Vallès
JARDINS,MONESTIR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONESTIR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONESTIR DE BESALU,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONESTIR DE POBLET,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONESTIR DE SANT LLORENÇ,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONESTIR DE VILABERTRAN,"820550006",Ajuntament de Sant Cugat del Vallès
CAMI,MONJOS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONT BLANC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONTEVIDEO,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONTJUIC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONTSENY,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MONTSENY,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MONTSERRAT,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONTSERRAT,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,MONTSERRAT ABELLO,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MONTSERRAT ROIG,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MONTSIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MORENETA DE MONTSERRAT,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MORERA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MORET,"820550006",Ajuntament de Sant Cugat del Vallès
AVINGUDA,MOSSEN JACINT VERDAGUER,"820550006",Ajuntament de Sant Cugat del Vallès
RAMBLA,MOSSEN JACINT VERDAGUER,"820550006",Ajuntament de Sant Cugat del Vallès
RAMBLA,MOSSEN JULI,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MOZART,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MUNERA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,MUNTANYA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,MURILLO,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,MUSELLA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NARCIS MONTURIOL,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,NARD,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NAVARRA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NENUFAR,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,NENUFAR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NICARAGUA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NIU GUERRER,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,NOGUERA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,NOGUERA,"820550006",Ajuntament de Sant Cugat del Vallès
RONDA,NORD,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NOSTRA SENYORA DE L'ESTRADA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NOSTRA SENYORA DEL PILAR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NOSTRA SENYORA DELS ANGELS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NOU DE LA FLORESTA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,NURIA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OBIOLS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OCEA ATLANTIC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OCEA GLACIAL,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OCEA INDIC,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OCEA PACIFIC,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,OCELLS,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OCELLS,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,OCTAVIA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,OLABARRIA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,OLI,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OLIMPIA,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,OLIVERES,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OLORDA,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,OM,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,OM,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ONES,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,ONES,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,ONES,"820550006",Ajuntament de Sant Cugat del Vallès
PLAÇA,ONZE DE SETEMBRE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,OR,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ORDAL,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,ORENETA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ORENGA,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ORENSE,"820550006",Ajuntament de Sant Cugat del Vallès
CARRER,ORIENT,"820550006",Ajuntament de Sant Cugat del Vallès
PASSATGE,ORIOL,"820550006",Ajuntament de Sant Cugat del Vallès
PASSEIG,ORQUIDIA,"820550006",Ajuntament de Sant Cugat del Vallès
